Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140.0,2183,0.58,5109,78,0.733,0.695
Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,0,0.74,2467,35,0.346,0.0
Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286.0,1641,0.947,4321,89,0.712,0.718
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589.0,1808,0.75,4262,70,0.667,0.504
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673.0,1275,0.691,4119,75,1.027,0.477
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0,2024,0.664,4715,78,0.696,0.214
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751.0,2258,0.634,4386,67,0.675,0.821
Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557.0,1050,0.754,4064,75,0.786,0.091
Existing Customer,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831.0,1302,0.916,4467,73,0.698,0.088
Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0,0,0.528,2220,50,0.562,0.0
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791.0,1979,0.807,4617,70,0.628,0.709
Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889.0,1839,0.911,4423,63,0.703,0.473
Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140.0,845,0.715,5036,76,0.689,0.06
Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106.0,975,0.588,3863,74,0.644,0.107
Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0,0,0.872,2684,38,0.31,0.0
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629.0,0,0.766,4073,79,0.881,0.0
Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507.0,1452,0.802,4544,89,0.854,0.223
Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0,0,0.629,2489,54,0.385,0.0
Existing Customer,44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096.0,1711,0.746,3692,68,0.744,0.816
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0,0,0.674,3761,70,0.628,0.0
Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837.0,665,0.844,4752,88,0.66,0.362
Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0,2517,0.408,2010,43,0.344,0.322
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0,0,0.89,2506,46,0.643,0.0
Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970.0,1224,0.54,4533,65,0.625,0.621
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694.0,1833,1.044,3366,56,1.074,0.68
Existing Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476.0,0,0.683,3350,67,0.634,0.0
Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,0,0.602,2520,49,0.531,0.0
Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0,1762,0.743,4590,91,0.655,0.902
Existing Customer,56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264.0,0,0.852,4943,70,0.795,0.0
Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0,478,0.611,2051,31,0.632,0.129
Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712.0,0,0.835,5207,79,0.927,0.0
Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486.0,685,0.879,2965,70,0.556,0.125
Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096.0,2404,0.734,3880,68,0.478,0.133
Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0,1885,0.853,2594,48,0.455,0.693
Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0,2257,0.75,3837,57,0.781,0.758
Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225,0.641,3608,56,0.514,0.073
Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517,0.857,4715,85,0.848,0.678
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,0.883,2874,44,0.63,0.0
Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0,0.89,3980,77,0.75,0.0
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0,1965,0.722,4542,70,0.591,0.123
Existing Customer,45,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406.0,1247,1.037,3964,76,0.854,0.283
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104.0,736,0.679,3943,78,0.696,0.144
Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,1.035,2751,47,1.136,0.0
Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,0.941,4924,70,0.795,0.538
Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0,2517,0.862,3772,74,1.0,0.759
Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0,0,0.535,2061,47,0.424,0.0
Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,6038.0,0,0.666,4375,81,0.688,0.0
Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0,2100,0.694,4548,71,0.821,0.714
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095.0,0,0.729,3808,89,0.508,0.0
Existing Customer,47,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3,0,0.571,3778,69,0.816,0.0
Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0,868,0.748,4791,68,0.889,0.086
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0,2517,0.445,1880,42,0.355,0.786
Existing Customer,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,36,6,1,3,2761.0,0,0.619,3706,65,0.585,0.0
Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0,748,0.804,4904,81,0.761,0.133
Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622.0,2126,1.041,3668,60,0.818,0.321
Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733.0,1292,0.442,5080,85,0.491,0.069
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265.0,1345,0.808,4009,73,0.49,0.594
Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,19,4,3,4,2907.0,1537,0.79,4390,76,1.0,0.529
Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,0.894,2579,51,0.594,0.0
Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302.0,0,0.52,2256,40,0.667,0.0
Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055.0,1276,0.869,5025,70,0.707,0.621
Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147.0,771,0.69,4631,76,0.767,0.359
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,45,3,3,3,1757.0,1307,0.769,4750,72,0.756,0.744
Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0,2517,0.719,2180,31,0.409,0.868
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670.0,2079,0.649,3895,59,0.788,0.779
Existing Customer,51,M,2,Unknown,Divorced,$80K - $120K,Blue,38,4,2,3,21382.0,1692,0.731,3060,66,0.65,0.079
Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254.0,533,1.043,4913,84,0.909,0.236
Existing Customer,40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433.0,1488,0.669,3847,76,0.9,0.336
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3,739,0.727,4078,77,0.54,0.514
Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520.0,1473,0.515,2061,36,0.241,0.585
Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655.0,1154,0.702,2189,51,0.7,0.204
Existing Customer,48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3,0,0.836,4509,74,0.451,0.0
Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786.0,1635,0.921,4532,82,1.0,0.587
Existing Customer,43,M,3,Unknown,Unknown,$60K - $80K,Blue,32,4,1,3,2476.0,1944,0.881,4025,65,0.585,0.785
Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0,0,0.797,2623,39,0.393,0.0
Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,36,6,1,3,8459.0,757,0.648,4677,87,0.673,0.089
Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,29,6,1,2,9554.0,2337,0.79,4049,71,0.69,0.245
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388.0,642,0.815,3836,81,0.723,0.146
Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0,1389,0.614,3561,73,0.659,0.07
Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173.0,0,0.922,4392,83,0.766,0.0
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545.0,1894,0.911,4660,68,0.789,0.744
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757.0,0,0.89,2557,45,0.406,0.0
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0,2201,0.679,4410,86,0.623,0.696
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022.0,871,0.6,3745,74,0.423,0.145
Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0,0,0.537,2077,44,0.419,0.0
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527.0,2204,0.9,4598,85,0.771,0.872
Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0,2517,0.805,2715,45,0.731,0.71
Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3,604,0.81,4219,83,0.694,0.42
Existing Customer,51,F,1,College,Married,Unknown,Blue,38,3,2,4,6182.0,1516,1.137,3801,61,0.968,0.245
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154.0,1490,0.727,3664,63,0.853,0.692
Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,4,2179.0,1632,0.801,4025,69,0.683,0.749
Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0,1302,0.862,4833,80,0.905,0.265
Existing Customer,38,F,1,Unknown,Married,$40K - $60K,Blue,26,5,3,1,2346.0,1407,0.77,4116,79,0.975,0.6
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753.0,0,0.856,3895,71,0.578,0.0
Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.0,0,0.519,2469,34,0.417,0.0
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721.0,1527,0.743,4622,88,0.725,0.561
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,0.875,4962,70,0.75,0.673
Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438.3,0,0.797,4282,69,0.725,0.0
Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438.3,0,0.735,4416,68,0.744,0.0
Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671.0,0,0.725,2701,51,0.889,0.0
Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491.0,0,0.551,1970,46,0.484,0.0
Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,2589.0,1693,0.878,4259,83,0.766,0.654
Existing Customer,38,M,1,Graduate,Unknown,$80K - $120K,Blue,25,4,2,4,8138.0,0,0.596,4839,61,0.649,0.0
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,37,6,1,1,4502.0,1785,1.014,4469,87,0.812,0.396
Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,7026.0,1728,0.669,3935,66,1.0,0.246
Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388.0,2001,0.547,4477,83,0.66,0.122
Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905.0,2517,0.725,2487,39,0.393,0.866
Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404.0,1887,0.592,4489,75,0.744,0.785
Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477.0,0,0.719,2419,49,0.531,0.0
Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0,2517,0.651,2639,53,0.71,0.708
Existing Customer,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,14345.0,960,0.817,4045,72,0.946,0.067
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524.0,1993,0.815,4267,66,0.886,0.305
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281.0,920,0.576,3968,66,0.833,0.403
Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0,1924,0.806,3407,66,0.535,0.731
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693.0,0,0.579,4573,93,0.632,0.0
Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320.0,0,0.669,2845,57,0.727,0.0
Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482.0,916,0.632,4295,72,0.532,0.369
Existing Customer,53,F,4,Unknown,Single,Less than $40K,Blue,34,6,2,2,6721.0,1115,0.79,3718,51,0.759,0.166
Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205.0,2233,0.662,3906,64,0.684,0.36
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624.0,1458,0.809,4487,61,0.743,0.556
Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479.0,458,0.466,1811,44,0.517,0.31
Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842.0,198,0.396,1828,44,0.517,0.034
Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,4,2,3,8777.0,1668,0.85,4141,83,0.66,0.19
Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060.0,0,0.545,1611,42,0.4,0.0
Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,35,3,2,1,4907.0,773,0.517,5088,71,0.651,0.158
Existing Customer,51,F,1,Uneducated,Married,Unknown,Blue,44,6,2,1,3553.0,0,0.844,4923,89,0.648,0.0
Existing Customer,41,F,4,High School,Single,Unknown,Blue,28,4,2,2,2515.0,1313,0.981,4370,68,0.7,0.522
Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428.0,0,0.865,2331,36,0.286,0.0
Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,25,6,3,3,1616.0,0,0.794,4961,78,0.814,0.0
Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756.0,1911,0.774,4656,62,0.879,0.693
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897.0,1506,0.618,2214,46,0.484,0.52
Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569.0,0,0.706,4186,72,0.636,0.0
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817.0,1864,0.7,4535,82,0.745,0.662
Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126.0,1257,0.632,4340,70,0.892,0.591
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573.0,1640,0.873,4094,77,0.638,0.637
Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,36,5,1,2,5869.0,0,0.713,4191,65,0.857,0.0
Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586.0,0,0.812,2529,43,0.433,0.0
Existing Customer,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438.3,0,0.872,4617,67,0.634,0.0
Existing Customer,46,M,5,Unknown,Married,$60K - $80K,Blue,35,3,3,3,1790.0,796,0.722,3539,57,0.966,0.445
Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0,2517,0.684,2176,38,0.267,0.444
Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,41,5,2,3,15594.0,0,0.631,4745,75,0.786,0.0
Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410.0,979,1.049,2736,38,0.462,0.086
Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0,1214,0.887,2628,41,0.64,0.766
Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298.0,1694,0.824,3476,66,0.784,0.127
Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114.0,0,0.875,2872,45,0.5,0.0
Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762.0,1051,0.785,4986,80,0.739,0.596
Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245.0,1503,0.754,3344,54,0.543,0.669
Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168.0,2137,0.659,3554,82,0.822,0.262
Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,0.452,2063,42,0.5,0.0
Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881.0,2517,0.815,2463,38,0.407,0.649
Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485.0,0,0.751,3024,51,1.04,0.0
Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856.0,671,0.662,5408,83,0.729,0.068
Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111.0,1047,0.971,4830,82,0.952,0.496
Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,30,3,2,1,2905.0,2079,0.789,4444,84,0.909,0.716
Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624.0,1216,0.691,3843,66,1.0,0.216
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656.0,1429,0.777,4258,77,0.75,0.863
Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,0.429,2273,44,0.517,0.0
Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608.0,2270,0.75,4033,58,0.657,0.344
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062.0,1423,0.775,4535,68,0.417,0.281
Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547.0,0,0.792,4348,63,0.615,0.0
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060.0,1647,0.938,4545,83,0.766,0.149
Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438.3,0,0.66,4300,67,0.675,0.0
Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0,0,0.797,4811,68,0.889,0.0
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538.0,868,0.828,5228,61,0.694,0.564
Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,0.822,4385,91,0.717,0.616
Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0,2294,0.456,2107,40,0.333,0.985
Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0,1428,0.876,4097,72,0.565,0.45
Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120.0,1527,0.744,4741,86,0.72,0.72
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231.0,1434,0.543,5002,78,0.66,0.071
Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3,0,0.738,2306,46,0.484,0.0
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0,0,0.748,3317,71,0.821,0.0
Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764.0,621,0.67,3955,72,0.756,0.08
Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0,0,0.794,2832,48,0.846,0.0
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001.0,909,0.772,4238,63,0.8,0.454
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512.0,1471,0.867,4056,81,0.841,0.173
Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869.0,2517,0.505,4166,85,0.809,0.429
Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,4,2,3,5791.0,0,0.645,4556,67,0.861,0.0
Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,6,1,1,2191.0,1414,0.635,3967,76,0.767,0.645
Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,1,2865.0,1176,0.665,3462,61,0.906,0.41
Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467.0,1887,0.442,4098,61,0.605,0.292
Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0,0,0.777,4846,84,0.68,0.0
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3,576,0.774,5098,66,0.833,0.4
Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,46,5,1,4,5402.0,892,0.782,4770,83,0.596,0.165
Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855.0,211,0.485,1724,34,0.308,0.055
Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,0.865,2509,46,0.586,0.0
Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3,1120,0.817,4880,77,0.75,0.779
Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,0.89,2773,34,0.789,0.0
Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,1,2,2636.0,1953,0.916,4584,70,0.591,0.741
Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0,1177,0.638,4549,68,0.659,0.758
Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,0.532,1731,32,0.28,0.0
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378.0,2134,0.541,4464,83,0.93,0.632
Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313.0,1775,0.773,4317,68,0.545,0.767
Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3,0,0.578,4148,84,0.714,0.0
Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544.0,0,0.768,4064,92,0.769,0.0
Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,33,5,3,2,2337.0,698,0.836,4048,83,0.886,0.299
Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720.0,1926,0.602,3806,61,0.794,0.708
Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,3,1,3,1965.0,1021,0.516,3968,57,0.781,0.52
Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,797,0.87,4673,69,0.568,0.554
Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709.0,2034,0.606,4915,92,0.84,0.751
Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0,0,0.765,4906,75,0.667,0.0
Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,0.483,2275,55,0.897,0.532
Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0,0,0.544,1867,34,0.478,0.0
Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,1,2,2572.0,1093,0.615,5038,86,0.83,0.425
Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,5,1,4,3110.0,2378,0.974,3395,75,0.829,0.765
Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734.0,857,0.752,4741,84,0.714,0.494
Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,0.571,1973,36,0.333,0.0
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198.0,2218,0.802,4423,90,0.667,0.116
Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,3,3,4540.0,2517,0.89,4804,66,0.737,0.554
Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990.0,1747,0.924,5216,87,0.891,0.878
Existing Customer,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422.0,1039,0.475,3337,65,0.512,0.304
Existing Customer,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,6,3,1,2192.0,1464,0.66,4905,89,0.978,0.668
Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,33,4,2,2,5152.0,1713,0.746,3919,57,1.036,0.332
